   state_name   |             name             |  type   
    90255 | HUNTINGTON PARK  | Huntington Park                   |     0.24
    90255 | HUNTINGTON PARK  | Walnut Park                       |     0.60
    90260 | LAWNDALE         | Lawndale                          |     0.10
    90262 | LYNWOOD          | Lynwood                           |     0.03
    90265 | MALIBU           | Point Dume                        |     4.16
    90266 | MANHATTAN BEACH  | Manhattan Beach                   |     1.27
    90270 | MAYWOOD          | Maywood                           |     0.01
    90274 | PALOS VERDES EST | Palos Verdes Estates              |     1.69
    90274 | PALOS VERDES EST | Rancho Palos Verdes               |     1.04
    90274 | PALOS VERDES EST | Rolling Hills                     |     1.93
    90274 | PALOS VERDES EST | Rolling Hills Estates             |     1.52
    90278 | REDONDO BEACH    | Redondo Beach                     |     0.99
    90280 | SOUTH GATE       | South Gate                        |     0.55
    90292 | MARINA DEL REY   | Marina del Rey                    |     0.18
    90301 | INGLEWOOD        | Inglewood                         |     0.67
    90304 | LENNOX           | Lennox                            |     0.15
    90401 | SANTA MONICA     | Santa Monica                      |     0.32
    90502 | TORRANCE         | West Carson                       |     0.47
    90503 | TORRANCE         | Torrance                          |     0.84
    90506 | TORRANCE         | Alondra Park                      |     0.28
    90602 | WHITTIER         | Whittier                          |     0.70
    90603 | WHITTIER         | East La Mirada                    |     1.29
    90605 | WHITTIER         | South Whittier                    |     0.65
    90606 | LOS NIETOS       | West Whittier-Los Nietos          |     0.12
    90621 | BUENA PARK       | Buena Park                        |     1.16
    90623 | CERRITOS         | La Palma                          |     0.16
    90630 | CYPRESS          | Cypress                           |     0.16
    90631 | LA HABRA HEIGHTS | La Habra                          |     0.33
    90631 | LA HABRA HEIGHTS | La Habra Heights                  |     2.01
    90638 | LA MIRADA        | La Mirada                         |     0.32
    90640 | MONTEBELLO       | Montebello                        |     0.22
    90650 | NORWALK          | Norwalk                           |     0.09
    90660 | PICO RIVERA      | Pico Rivera                       |     0.08
    90670 | SANTA FE SPRINGS | Santa Fe Springs                  |     1.52
    90680 | STANTON          | Stanton                           |     0.27
    90701 | CERRITOS         | Artesia                           |     0.65
    90701 | CERRITOS         | Cerritos                          |     0.07
    90704 | AVALON           | Avalon                            |     1.18
    90706 | BELLFLOWER       | Bellflower                        |     0.10
    90713 | LAKEWOOD         | Lakewood                          |     0.60
    90716 | HAWAIIAN GARDENS | Hawaiian Gardens                  |     0.08
    90717 | RANCHO PALOS VER | Lomita                            |     0.02
    90720 | ROSSMOOR         | Los Alamitos                      |     0.70
    90720 | ROSSMOOR         | Rossmoor                          |     0.64
    90723 | PARAMOUNT        | Paramount                         |     0.10
    90740 | SEAL BEACH       | Seal Beach                        |     0.51
    90745 | CARSON           | Carson                            |     1.07
    90804 | SIGNAL HILL      | Long Beach                        |     0.48
    90806 | SIGNAL HILL      | Signal Hill                       |     1.16
    91001 | ALTADENA         | Altadena                          |     0.26
    91006 | ARCADIA          | Arcadia                           |     0.52
    91006 | ARCADIA          | Mayflower Village                 |     1.52
    91010 | BRADBURY         | Bradbury                          |     1.02
    91010 | BRADBURY         | Duarte                            |     1.58
    91010 | BRADBURY         | Irwindale                         |     1.72
    91011 | FLINTRIDGE       | La Canada Flintridge              |     0.12
    91016 | MONROVIA         | Monrovia                          |     1.44
    91024 | SIERRA MADRE     | Sierra Madre                      |     0.28
    91030 | SOUTH PASADENA   | South Pasadena                    |     0.13
    91104 | PASADENA         | Pasadena                          |     0.85
    91107 | PASADENA         | East Pasadena                     |     1.09
    91108 | SAN MARINO       | San Marino                        |     0.13
    91207 | GLENDALE         | Glendale                          |     0.92
    91214 | LA CRESCENTA     | La Crescenta-Montrose             |     0.60
    91301 | OAK PARK         | Agoura Hills                      |     0.44
    91301 | OAK PARK         | Oak Park                          |     0.97
    91302 | CALABASAS        | Hidden Hills                      |     1.75
    91320 | NEWBURY PARK     | Casa Conejo                       |     0.56
    91321 | NEWHALL          | Santa Clarita                     |     2.39
    91340 | SAN FERNANDO     | San Fernando                      |     0.13
    91360 | THOUSAND OAKS    | Thousand Oaks                     |     1.16
    91361 | WESTLAKE VILLAGE | Westlake Village                  |     1.21
    91384 | CASTAIC          | Val Verde                         |     3.02
    91504 | BURBANK          | Burbank                           |     0.59
    91702 | AZUSA            | Azusa                             |     1.03
    91702 | AZUSA            | Citrus                            |     0.95
    91706 | IRWINDALE        | Baldwin Park                      |     0.12
    91709 | CHINO HILLS      | Chino Hills                       |     1.05
    91709 | CHINO HILLS      | Los Serranos                      |     1.60
    91710 | CHINO            | Chino                             |     0.39
    91711 | CLAREMONT        | Claremont                         |     0.87
    91719 | CORONA           | El Cerrito                        |     1.57
    91719 | CORONA           | Home Gardens                      |     1.66
    91720 | CORONA           | Corona                            |     1.51
    91722 | COVINA           | Vincent                           |     0.95
    91723 | COVINA           | Covina                            |     0.33
    91724 | COVINA           | Charter Oak                       |     0.59
    91731 | EL MONTE         | El Monte                          |     0.60
    91733 | SOUTH EL MONTE   | South El Monte                    |     0.50
    91737 | ALTA LOMA        | Rancho Cucamonga                  |     1.51
    91740 | GLENDORA         | Glendora                          |     1.33
    91744 | INDUSTRY         | Industry                          |     1.29
    91744 | INDUSTRY         | La Puente                         |     1.03
    91744 | INDUSTRY         | Valinda                           |     0.72
    91745 | HACIENDA HEIGHTS | Hacienda Heights                  |     0.37
    91746 | BASSETT          | Avocado Heights                   |     1.47
    91746 | BASSETT          | West Puente Valley                |     0.71
    91748 | ROWLAND HEIGHTS  | Rowland Heights                   |     0.34
    91750 | LA VERNE         | La Verne                          |     0.16
    91752 | MIRA LOMA        | Glen Avon                         |     2.56
    91752 | MIRA LOMA        | Mira Loma                         |     0.87
    91754 | MONTEREY PARK    | Monterey Park                     |     0.48
    91760 | NORCO            | Norco                             |     0.41
    91761 | ONTARIO          | Ontario                           |     1.69
    91763 | MONTCLAIR        | Montclair                         |     0.12
    91765 | DIAMOND BAR      | Diamond Bar                       |     0.54
    91768 | POMONA           | Pomona                            |     0.96
    91770 | ROSEMEAD         | Rosemead                          |     0.28
    91770 | ROSEMEAD         | South San Gabriel                 |     1.30
    91773 | SAN DIMAS        | San Dimas                         |     0.71
    91775 | SAN GABRIEL      | East San Gabriel                  |     0.44
    91776 | SAN GABRIEL      | San Gabriel                       |     0.40
    91780 | TEMPLE CITY      | North El Monte                    |     1.69
    91780 | TEMPLE CITY      | Temple City                       |     0.20
    91786 | UPLAND           | San Antonio Heights               |     2.69
    91786 | UPLAND           | Upland                            |     0.30
    91789 | DIAMOND BAR      | Walnut                            |     0.83
    91791 | WEST COVINA      | West Covina                       |     1.00
    91792 | WEST COVINA      | South San Jose Hills              |     0.76
    91801 | ALHAMBRA         | Alhambra                          |     0.58
    91901 | ALPINE           | Alpine                            |     1.07
    91901 | ALPINE           | Harbison Canyon                   |     4.29
    91902 | BONITA           | Bonita                            |     0.44
    91910 | CHULA VISTA      | Chula Vista                       |     1.42
    91932 | IMPERIAL BEACH   | Imperial Beach                    |     0.59
    91935 | JAMUL            | Jamul                             |     3.21
    91941 | LA MESA          | La Mesa                           |     0.74
    91945 | LEMON GROVE      | Lemon Grove                       |     0.02
    91950 | NATIONAL CITY    | National City                     |     0.78
    91962 | PINE VALLEY      | Pine Valley                       |     1.52
    91977 | SPRING VALLEY    | Spring Valley                     |     0.54
    91978 | SPRING VALLEY    | Rancho San Diego                  |     1.72
    92003 | BONSALL          | Bonsall                           |     1.88
    92004 | BORREGO SPRINGS  | Borrego Springs                   |     0.18
    92009 | CARLSBAD         | Carlsbad                          |     2.34
    92014 | DEL MAR          | Del Mar                           |     1.49
    92019 | EL CAJON         | Casa de Oro-Mount Helix           |     1.36
    92020 | EL CAJON         | El Cajon                          |     0.73
    92021 | EL CAJON         | Bostonia                          |     1.33
    92021 | EL CAJON         | Granite Hills                     |     1.45
    92024 | ENCINITAS        | Encinitas                         |     0.53
    92026 | ESCONDIDO        | Hidden Meadows                    |     4.42
    92027 | ESCONDIDO        | Escondido                         |     1.10
    92028 | FALLBROOK        | Fallbrook                         |     0.50
    92036 | JULIAN           | Julian                            |     1.80
    92040 | LAKESIDE         | Lakeside                          |     0.75
    92054 | OCEANSIDE        | Camp Pendleton South              |     1.98
    92057 | OCEANSIDE        | Oceanside                         |     1.14
    92059 | PALA             | Rainbow                           |     4.65
    92064 | POWAY            | Poway                             |     1.42
    92065 | RAMONA           | Ramona                            |     1.04
    92065 | RAMONA           | San Diego Country Estates         |     4.28
    92068 | SAN LUIS REY     | Camp Pendleton North              |     1.40
    92069 | SAN MARCOS       | Lake San Marcos                   |     2.80
    92069 | SAN MARCOS       | San Marcos                        |     0.56
    92071 | SANTEE           | Santee                            |     0.48
    92075 | SOLANA BEACH     | Solana Beach                      |     0.26
    92082 | VALLEY CENTER    | Valley Center                     |     2.13
    92083 | VISTA            | Vista                             |     0.44
    92123 | SAN DIEGO        | San Diego                         |     1.21
    92155 | SAN DIEGO        | Coronado                          |     3.15
    92201 | CHIRIACO SUMMIT  | Bermuda Dunes                     |     3.26
    92201 | CHIRIACO SUMMIT  | Indio                             |     0.42
    92210 | INDIAN WELLS     | Indian Wells                      |     0.75
    92210 | INDIAN WELLS     | Palm Desert Country               |     2.10
    92220 | BANNING          | Banning                           |     0.63
    92223 | BEAUMONT         | Beaumont                          |     1.34
    92223 | BEAUMONT         | Cherry Valley                     |     1.51
    92225 | LOST LAKE        | Blythe                            |     0.47
    92225 | LOST LAKE        | East Blythe                       |     1.18
    92227 | BRAWLEY          | Brawley                           |     0.22
    92230 | CABAZON          | Cabazon                           |     0.23
    92231 | CALEXICO         | Calexico                          |     0.34
    92231 | CALEXICO         | Heber                             |     3.57
    92233 | CALIPATRIA       | Calipatria                        |     2.70
    92233 | CALIPATRIA       | Niland                            |     4.82
    92234 | CATHEDRAL CITY   | Cathedral City                    |     1.42
    92236 | COACHELLA        | Coachella                         |     1.45
    92242 | BIG RIVER        | Big River                         |     1.33
    92242 | BIG RIVER        | Bluewater                         |     4.19
    92243 | EL CENTRO        | El Centro                         |     0.43
    92250 | HOLTVILLE        | Holtville                         |     0.22
    92251 | IMPERIAL         | Imperial                          |     0.45
    92252 | JOSHUA TREE      | Joshua Tree                       |     1.75
    92253 | LA QUINTA        | La Quinta                         |     0.91
    92256 | MORONGO VALLEY   | Morongo Valley                    |     1.47
    92260 | PALM CITY        | Palm Desert                       |     0.53
    92264 | PALM SPRINGS     | Palm Springs                      |     1.88
    92270 | RANCHO MIRAGE    | Rancho Mirage                     |     0.46
    92272 | BLYTHE           | Desert Hot Springs                |     0.58
    92274 | SALTON CITY      | Mecca                             |     3.30
    92276 | THOUSAND PALMS   | Thousand Palms                    |     1.23
    92277 | TWENTYNINE PALMS | Twentynine Palms                  |     0.51
    92278 | TWENTYNINE PALMS | Twentynine Palms Base             |     0.71
    92281 | WESTMORLAND      | Westmorland                       |     0.60
    92284 | YUCCA VALLEY     | Yucca Valley                      |     3.01
    92301 | ADELANTO         | Adelanto                          |     1.20
    92307 | APPLE VALLEY     | Apple Valley                      |     0.06
    92311 | BARSTOW          | Barstow                           |     1.77
    92311 | BARSTOW          | Lenwood                           |     3.61
    92314 | BIG BEAR CITY    | Big Bear City                     |     4.47
    92314 | BIG BEAR CITY    | Big Bear Lake                     |     1.45
    92316 | BLOOMINGTON      | Bloomington                       |     0.46
    92320 | CALIMESA         | Calimesa                          |     0.15
    92324 | GRAND TERRACE    | Colton                            |     0.19
    92324 | GRAND TERRACE    | Grand Terrace                     |     1.86
    92327 | DAGGETT          | Nebo Center                       |     3.77
    92335 | FONTANA          | Fontana                           |     1.24
    92345 | HESPERIA         | Hesperia                          |     0.21
    92346 | EAST HIGHLAND    | Highland                          |     1.27
    92354 | LOMA LINDA       | Loma Linda                        |     0.60
    92359 | MENTONE          | Mentone                           |     1.13
    92363 | NEEDLES          | Needles                           |     2.58
    92374 | REDLANDS         | Redlands                          |     0.52
    92376 | RIALTO           | Rialto                            |     0.55
    92392 | SPRING VALLEY LA | Mountain View Acres               |     1.66
    92392 | SPRING VALLEY LA | Victorville                       |     1.46
    92394 | GEORGE AFB       | George AFB                        |     0.34
    92397 | WRIGHTWOOD       | Wrightwood                        |     0.38
    92399 | YUCAIPA          | Yucaipa                           |     0.41
    92405 | MUSCOY           | Muscoy                            |     2.02
    92405 | MUSCOY           | San Bernardino                    |     1.07
    92407 | SAN BERNARDINO   | Crestline                         |     2.52
    92504 | RIVERSIDE        | Riverside                         |     1.01
    92507 | RIVERSIDE        | Highgrove                         |     2.66
    92508 | RIVERSIDE        | March AFB                         |     2.26
    92508 | RIVERSIDE        | Woodcrest                         |     3.24
    92509 | RUBIDOUX         | Pedley                            |     2.00
    92509 | RUBIDOUX         | Rubidoux                          |     1.33
    92509 | RUBIDOUX         | Sunnyslope                        |     1.91
    92530 | LAKE ELSINORE    | Lake Elsinore                     |     1.64
    92530 | LAKE ELSINORE    | Lakeland Village                  |     1.46
    92532 | LAKE ELSINORE    | Sedco Hills                       |     1.01
    92544 | HEMET            | East Hemet                        |     0.77
    92544 | HEMET            | Valle Vista                       |     1.77
    92545 | HEMET            | Hemet                             |     1.12
    92548 | HOMELAND         | Homeland                          |     0.28
    92548 | HOMELAND         | Winchester                        |     3.01
    92549 | IDYLLWILD        | Idyllwild-Pine Cove               |     1.33
    92553 | MORENO VALLEY    | Moreno Valley                     |     1.55
    92563 | MURRIETA         | Murrieta                          |     1.87
    92563 | MURRIETA         | Murrieta Hot Springs              |     1.57
    92567 | LAKEVIEW         | Lakeview                          |     1.40
    92567 | LAKEVIEW         | Nuevo                             |     1.02
    92571 | PERRIS           | Perris                            |     1.24
    92583 | GILMAN HOT SPRIN | San Jacinto                       |     0.67
    92585 | ROMOLAND         | Romoland                          |     0.01
    92586 | SUN CITY         | Sun City                          |     0.65
    92587 | CANYON LAKE      | Canyon Lake                       |     0.36
    92587 | CANYON LAKE      | Quail Valley                      |     1.12
    92591 | TEMECULA         | Temecula                          |     1.28
    92595 | WILDOMAR         | Wildomar                          |     0.86
    92610 | FOOTHILL RANCH   | Portola Hills                     |     2.17
    92621 | BREA             | Brea                              |     1.09
    92626 | COSTA MESA       | Costa Mesa                        |     0.75
    92629 | MONARCH BAY      | Dana Point                        |     1.36
    92630 | LAKE FOREST      | El Toro                           |     0.57
    92635 | FULLERTON        | Fullerton                         |     1.10
    92641 | GARDEN GROVE     | Garden Grove                      |     1.05
    92648 | HUNTINGTON BEACH | Huntington Beach                  |     1.26
    92651 | LAGUNA NIGUEL    | Laguna Beach                      |     0.68
    92653 | LAGUNA HILLS     | Laguna Hills                      |     0.14
    92656 | ALISO VIEJO      | Aliso Viejo                       |     0.98
    92661 | NEWPORT BEACH    | Newport Beach                     |     0.67
    92667 | VILLA PARK       | Orange                            |     0.42
    92667 | VILLA PARK       | Villa Park                        |     1.15
    92670 | PLACENTIA        | Placentia                         |     0.30
    92672 | SAN CLEMENTE     | San Clemente                      |     1.11
    92675 | MISSION VIEJO    | San Juan Capistrano               |     0.73
    92677 | LAGUNA NIGUEL    | Laguna Niguel                     |     0.25
    92679 | COTO DE CAZA     | Coto De Caza                      |     2.10
    92679 | COTO DE CAZA     | Trabuco Highlands                 |     1.50
    92680 | TUSTIN           | Tustin                            |     0.66
    92683 | WESTMINSTER      | Westminster                       |     0.13
    92686 | YORBA LINDA      | Yorba Linda                       |     1.86
    92688 | RANCHO SANTA MAR | Rancho Santa Margarita            |     1.08
    92692 | MISSION VIEJO    | Mission Viejo                     |     0.53
    92703 | SANTA ANA        | Santa Ana                         |     1.20
    92705 | COWAN HEIGHTS    | Tustin Foothills                  |     1.72
    92708 | FOUNTAIN VALLEY  | Fountain Valley                   |     0.11
    92709 | EL TORO MARINE C | El Toro Station                   |     0.24
    92715 | IRVINE           | Irvine                            |     1.61
    92806 | ANAHEIM          | Anaheim                           |     0.23
    93003 | SAN BUENAVENTURA | San Buenaventura (Ventura)        |     2.08
    93010 | CAMARILLO        | Camarillo                         |     1.11
    93013 | CARPINTERIA      | Carpinteria                       |     1.09
    93015 | BARDSDALE        | Fillmore                          |     0.82
    93021 | MOORPARK         | Moorpark                          |     0.45
    93022 | OAK VIEW         | Oak View                          |     0.22
    93023 | OJAI             | Meiners Oaks                      |     0.94
    93023 | OJAI             | Mira Monte                        |     1.86
    93023 | OJAI             | Ojai                              |     0.65
    93030 | OXNARD           | El Rio                            |     2.12
    93035 | OXNARD           | Oxnard                            |     1.03
    93043 | PORT HUENEME CBC | Channel Islands Beach             |     0.94
    93043 | PORT HUENEME CBC | Port Hueneme                      |     0.14
    93060 | SANTA PAULA      | Santa Paula                       |     0.20
    93065 | SIMI VALLEY      | Simi Valley                       |     0.80
    93105 | SANTA BARBARA    | Santa Barbara                     |     0.68
    93117 | GOLETA           | Isla Vista                        |     0.94
    93202 | ARMONA           | Armona                            |     0.58
    93203 | ARVIN            | Arvin                             |     0.25
    93204 | AVENAL           | Avenal                            |     2.86
    93205 | BODFISH          | Bodfish                           |     0.32
    93206 | BUTTONWILLOW     | Buttonwillow                      |     0.24
    93210 | COALINGA         | Coalinga                          |     1.38
    93212 | CORCORAN         | Corcoran                          |     0.31
    93215 | DELANO           | Delano                            |     0.51
    93219 | EARLIMART        | Earlimart                         |     2.02
    93221 | EXETER           | Exeter                            |     0.98
    93223 | FARMERSVILLE     | Farmersville                      |     0.28
    93230 | HANFORD          | Hanford                           |     0.45
    93230 | HANFORD          | Home Garden                       |     2.04
    93234 | HURON            | Huron                             |     2.30
    93235 | IVANHOE          | Ivanhoe                           |     0.25
    93238 | KERNVILLE        | Kernville                         |     1.45
    93239 | KETTLEMAN CITY   | Kettleman City                    |     0.87
    93240 | MOUNTAIN MESA    | Lake Isabella                     |     1.35
    93240 | MOUNTAIN MESA    | Mountain Mesa                     |     2.03
    93241 | LAMONT           | Lamont                            |     0.48
    93241 | LAMONT           | Weedpatch                         |     1.35
    93242 | LATON            | Laton                             |     1.47
    93243 | GORMAN           | Frazier Park                      |     3.69
    93245 | LEMOORE NAVAL AI | Lemoore                           |     2.47
    93245 | LEMOORE NAVAL AI | Lemoore Station                   |     4.98
    93247 | LINDSAY          | Lindsay                           |     0.22
    93249 | LOST HILLS       | Lost Hills                        |     1.68
    93250 | MC FARLAND       | McFarland                         |     0.51
    93252 | MARICOPA         | Maricopa                          |     1.48
    93256 | PIXLEY           | Pixley                            |     2.05
    93257 | PORTERVILLE      | East Porterville                  |     3.19
    93257 | PORTERVILLE      | Porterville                       |     0.37
    93263 | SHAFTER          | Shafter                           |     0.50
    93267 | STRATHMORE       | Strathmore                        |     1.08
    93268 | TAFT             | Ford City                         |     1.24
    93268 | TAFT             | South Taft                        |     1.42
    93268 | TAFT             | Taft                              |     0.39
    93268 | TAFT             | Taft Heights                      |     1.53
    93270 | TERRA BELLA      | Terra Bella                       |     0.42
    93272 | TIPTON           | Tipton                            |     0.32
    93274 | TULARE           | Tulare                            |     0.55
    93277 | VISALIA          | Visalia                           |     1.22
    93280 | POND             | Wasco                             |     0.20
    93283 | WELDON           | South Lake                        |     3.84
    93285 | WOFFORD HEIGHTS  | Wofford Heights                   |     1.22
    93286 | WOODLAKE         | Woodlake                          |     1.29
    93304 | BAKERSFIELD      | Bakersfield                       |     1.54
    93308 | BAKERSFIELD      | Oildale                           |     0.85
    93312 | GREENACRES       | Greenacres                        |     1.34
    93312 | GREENACRES       | Rosedale                          |     3.05
    93401 | SAN LUIS OBISPO  | San Luis Obispo                   |     0.99
    93402 | LOS OSOS         | Baywood-Los Osos                  |     0.38
    93420 | HALCYON          | Arroyo Grande                     |     0.94
    93422 | ATASCADERO       | Atascadero                        |     1.48
    93427 | BUELLTON         | Buellton                          |     0.60
    93428 | CAMBRIA          | Cambria                           |     0.71
    93430 | CAYUCOS          | Cayucos                           |     0.56
    93433 | GROVER BEACH     | Grover City                       |     0.06
    93434 | GUADALUPE        | Guadalupe                         |     0.34
    93436 | LOMPOC           | Lompoc                            |     1.06
    93436 | LOMPOC           | Mission Hills                     |     2.03
    93436 | LOMPOC           | Vandenberg Village                |     3.62
    93437 | LOMPOC           | Vandenberg AFB                    |     0.27
    93442 | MORRO BAY        | Morro Bay                         |     1.44
    93444 | NIPOMO           | Nipomo                            |     0.39
    93445 | OCEANO           | Oceano                            |     0.04
    93446 | ADELAIDE         | El Paso de Robles (Paso Robles)   |     0.41
    93449 | SHELL BEACH      | Pismo Beach                       |     1.65
    93451 | PARKFIELD        | San Miguel                        |     0.26
    93454 | SANTA MARIA      | Santa Maria                       |     1.20
    93463 | BALLARD          | Santa Ynez                        |     1.47
    93463 | BALLARD          | Solvang                           |     1.30
    93465 | TEMPLETON        | Templeton                         |     0.15
    93501 | MOJAVE           | Mojave                            |     0.45
    93510 | ACTON            | Acton                             |     0.75
    93513 | BIG PINE         | Big Pine                          |     0.26
    93514 | TOMS PLACE       | Bishop                            |     2.70
    93514 | TOMS PLACE       | Dixon Lane-Meadow Creek           |     1.56
    93514 | TOMS PLACE       | West Bishop                       |     1.83
    93516 | BORON            | Boron                             |     0.70
    93523 | NORTH EDWARDS    | Edwards AFB                       |     1.76
    93534 | LANCASTER        | Lancaster                         |     1.52
    93536 | QUARTZ HILL      | Quartz Hill                       |     1.44
    93543 | JUNIPER HILLS    | Littlerock                        |     2.13
    93545 | LONE PINE        | Lone Pine                         |     1.45
    93546 | CROWLEY LAKE     | Mammoth Lakes                     |     1.23
    93550 | LAKE LOS ANGELES | Palmdale                          |     2.67
    93550 | LAKE LOS ANGELES | Palmdale East                     |     0.91
    93551 | LEONA VALLEY     | Desert View Highlands             |     1.77
    93555 | CHINA LAKE NWC   | Ridgecrest                        |     1.02
    93560 | WILLOW SPRINGS   | Rosamond                          |     0.26
    93561 | BEAR VALLEY SPRI | Golden Hills                      |     2.00
    93561 | BEAR VALLEY SPRI | Tehachapi                         |     4.52
    93562 | ARGUS            | Searles Valley                    |     1.18
    93602 | AUBERRY          | Auberry                           |     1.99
    93609 | CARUTHERS        | Caruthers                         |     0.43
    93610 | CHOWCHILLA       | Chowchilla                        |     1.16
    93612 | CLOVIS           | Clovis                            |     0.41
    93614 | COARSEGOLD       | Yosemite Lakes                    |     2.48
    93615 | CUTLER           | Cutler                            |     0.16
    93616 | DEL REY          | Del Rey                           |     0.29
    93618 | DINUBA           | Dinuba                            |     0.74
    93618 | DINUBA           | London                            |     4.60
    93620 | DOS PALOS        | Dos Palos                         |     1.09
    93620 | DOS PALOS        | South Dos Palos                   |     2.25
    93622 | FIREBAUGH        | Firebaugh                         |     1.56
    93625 | FOWLER           | Fowler                            |     0.24
    93630 | KERMAN           | Kerman                            |     0.75
    93631 | KINGSBURG        | Kingsburg                         |     0.99
    93635 | LOS BANOS        | Los Banos                         |     1.03
    93637 | MADERA           | Madera                            |     1.86
    93637 | MADERA           | Parkwood                          |     2.26
    93638 | MADERA           | Madera Acres                      |     4.44
    93638 | MADERA           | Parksdale                         |     1.53
    93640 | MENDOTA          | Mendota                           |     1.93
    93644 | OAKHURST         | Oakhurst                          |     0.97
    93646 | ORANGE COVE      | Orange Cove                       |     0.25
    93647 | OROSI            | Orosi                             |     0.43
    93648 | PARLIER          | Parlier                           |     0.12
    93654 | REEDLEY          | Reedley                           |     0.63
    93656 | RIVERDALE        | Riverdale                         |     0.34
    93657 | SANGER           | Sanger                            |     1.65
    93660 | SAN JOAQUIN      | San Joaquin                       |     0.13
    93662 | SELMA            | Selma                             |     0.33
    93675 | SQUAW VALLEY     | Squaw Valley                      |     1.00
    93704 | FIG GARDEN VILLA | Fresno                            |     1.28
    93725 | CALWA            | Easton                            |     2.97
    93905 | SALINAS          | Salinas                           |     0.98
    93907 | PRUNEDALE        | Prunedale                         |     2.37
    93923 | CARMEL           | Carmel-by-the-Sea                 |     1.50
    93924 | CARMEL VALLEY    | Carmel Valley Village             |     0.51
    93926 | GONZALES         | Gonzales                          |     2.07
    93927 | GREENFIELD       | Greenfield                        |     0.18
    93930 | KING CITY        | King City                         |     0.69
    93933 | MARINA           | Marina                            |     0.20
    93940 | DEL REY OAKS     | Monterey                          |     0.42
    93941 | FORT ORD         | Sand City                         |     2.16
    93950 | PACIFIC GROVE    | Pacific Grove                     |     0.44
    93953 | PEBBLE BEACH     | Del Monte Forest                  |     0.38
    93955 | SAND CITY        | Del Rey Oaks                      |     1.11
    93955 | SAND CITY        | Seaside                           |     1.24
    93960 | SOLEDAD          | Soledad                           |     0.71
    94002 | BELMONT          | Belmont                           |     0.20
    94005 | BRISBANE         | Brisbane                          |     0.55
    94010 | HILLSBOROUGH     | Burlingame                        |     0.97
    94010 | HILLSBOROUGH     | Hillsborough                      |     1.29
    94015 | DALY CITY        | Broadmoor                         |     0.88
    94015 | DALY CITY        | Colma                             |     1.35
    94015 | DALY CITY        | Daly City                         |     0.79
    94019 | HALF MOON BAY    | El Granada                        |     2.34
    94019 | HALF MOON BAY    | Half Moon Bay                     |     0.77
    94022 | LOS ALTOS        | Los Altos Hills                   |     1.16
    94022 | LOS ALTOS        | Palo Alto                         |     1.40
    94024 | LOS ALTOS        | Los Altos                         |     1.09
    94024 | LOS ALTOS        | Loyola                            |     0.74
    94027 | ATHERTON         | Atherton                          |     0.16
    94028 | LADERA           | Portola Valley                    |     0.73
    94030 | MILLBRAE         | Millbrae                          |     0.10
    94038 | MOSS BEACH       | Montara                           |     1.10
    94038 | MOSS BEACH       | Moss Beach                        |     0.63
    94043 | MOUNTAIN VIEW    | Mountain View                     |     0.24
    94044 | PACIFICA         | Pacifica                          |     0.63
    94062 | WOODSIDE         | Emerald Lake Hills                |     1.03
    94062 | WOODSIDE         | Woodside                          |     1.85
    94063 | REDWOOD CITY     | North Fair Oaks                   |     0.62
    94063 | REDWOOD CITY     | Redwood City                      |     2.36
    94066 | SAN BRUNO        | San Bruno                         |     0.05
    94070 | SAN CARLOS       | San Carlos                        |     0.05
    94086 | SUNNYVALE        | Sunnyvale                         |     0.64
    94121 | SAN FRANCISCO    | San Francisco                     |     3.63
    94303 | EAST PALO ALTO   | East Palo Alto                    |     0.70
    94303 | EAST PALO ALTO   | Menlo Park                        |     1.76
    94304 | PALO ALTO        | West Menlo Park                   |     0.94
    94305 | STANFORD         | Stanford                          |     0.16
    94401 | RUSSIAN RIVER    | San Mateo                         |     0.86
    94402 | SAN MATEO        | Highlands                         |     2.23
    94404 | FOSTER CITY      | Foster City                       |     1.30
    94501 | COAST GUARD ISLA | Alameda                           |     1.15
    94507 | ALAMO            | Alamo                             |     1.31
    94508 | ANGWIN           | Angwin                            |     0.05
    94509 | ANTIOCH          | Antioch                           |     0.64
    94510 | BENICIA          | Benicia                           |     0.45
    94513 | BRENTWOOD        | Brentwood                         |     1.02
    94514 | BYRON            | Discovery Bay                     |     0.56
    94515 | CALISTOGA        | Calistoga                         |     0.06
    94517 | CLAYTON          | Clayton                           |     1.99
    94519 | CONCORD          | Concord                           |     0.97
    94520 | CONCORD          | Pacheco                           |     1.43
    94523 | PLEASANT HILL    | Pleasant Hill                     |     0.03
    94525 | CROCKETT         | Crockett                          |     0.11
    94525 | CROCKETT         | Rodeo                             |     1.15
    94526 | DANVILLE         | Danville                          |     0.29
    94528 | DIABLO           | Blackhawk                         |     3.13
    94530 | EL CERRITO       | El Cerrito                        |     0.38
    94538 | FREMONT          | Fremont                           |     1.39
    94541 | HAYWARD          | Cherryland                        |     0.77
    94542 | HAYWARD          | Fairview                          |     1.36
    94545 | HAYWARD          | Hayward                           |     0.55
    94546 | CASTRO VALLEY    | Castro Valley                     |     1.11
    94548 | KNIGHTSEN        | Bethel Island                     |     3.65
    94549 | LAFAYETTE        | Lafayette                         |     0.35
    94550 | LIVERMORE        | Livermore                         |     0.60
    94553 | PACHECO          | Martinez                          |     0.53
    94553 | PACHECO          | Vine Hill                         |     1.87
    94556 | MORAGA           | Moraga Town                       |     0.04
